	COR104Loc			Corn	1			Blue Jade Corn		104	Loc
NSS	COR10511NSS			Corn	1	2011		Casados Multicolor Corn	0	105	Native Seed Search
BIT	COR10611BIT			Corn	1	2011		Delectable Corn	0	106	Botanical Interests
WPF	COR10711WPF			Corn	1	2011		Doring Sweet Corn	0	107	Wood Prairie Farm
	COR10811			Corn	1	2011		Hoockers Sweet Corn	0	108	
NSS	COR10911NSS			Corn	1	2011		Hopi Greasy Head  Corn	10	109	Native Seed Search
SOC	COR11011SOC			Corn	1	2011		Mandan Red Corn	0	110	Seeds of Change
NSS	COR11111NSS			Corn 	1	2011		Maricopa  Corn 	0	111	Native Seed Search
BCH	COR11211BCH			Corn		2011		Pencil Cob Corn	10	112	Baker's Creek Heirloom Seeds
SSE	COR11310SSE			Corn	1	2010		Reid's Yellow Dent Corn	10	113	Seed Savers Exchange
SSE	COR11410SSE			Corn 	1	2010		Smoke Signals  Corn 	0	114	Seed Savers Exchange
SSE	COR11510SSE			Corn	1	2010		Stowell's Evergreen Corn	10	115	Seed Savers Exchange
SSE	COR11610SSE			Corn	1	2010		Two Inch Strawberry Corn	10	116	Seed Savers Exchange
BCH	LET10112BCH			Cucumber	1	2012		Empereur Alexandre  Cucumber		101	Baker's Creek Heirloom Seeds
BCH	CUC10212BCH			Cucumber		2012		Telegraph Improved  Cucumber	20	102	Baker's Creek Heirloom Seeds
BCH	CUC10312BCH			Cucumber		2012		White Emerald  Cucumber	-1	103	Baker's Creek Heirloom Seeds
BCH	CUC10412BCH			Cucumber	1	2012		Crystal Apple Cucumber	0	104	Baker's Creek Heirloom Seeds
BIT	CUC10510BIT			Cucumber	1	2010		Japanese Soyu Burpless Cucumber	11	105	Botanical Interests
BIT	CUC10610BIT			Cucumber	1	2010		Lemon Cucumber		106	Botanical Interests
BCH	CUC10710BCH			Cucumber	1	2010		Long De Chine Cucumber	20	107	Baker's Creek Heirloom Seeds
BIT	CUC10810BIT			Cucumber	1	2010		Marketmore Cucumber	3	108	Botanical Interests
BCH	CUC10911BCH			Cucumber		2011		Metki Painted Serpent Cucumber	6	109	Baker's Creek Heirloom Seeds
BCH	CUC11011BCH			Cucumber		2011		Metki White Serpent  Cucumber	21	110	Baker's Creek Heirloom Seeds
SSE	CUC11110SSE			Cucumber	1	2010		Miniature White Cucumber	0	111	Seed Savers Exchange
HMS	CUC11211HMS			Cucumber	1	2011		National Pickling Cucumber	0	112	High Mowing Seed
SSE	CUC11310SSE			Cucumber	1	2010		West Indian Gherkin Cucumber	1	113	Seed Savers Exchange
BCH	EGG10112BCH			Eggplant	1	2012		Fengyuan Purple  Eggplant	3	101	Baker's Creek Heirloom Seeds
BCH	EGG10212BCH			Eggplant		2012		Florida Market  Eggplant	1	102	Baker's Creek Heirloom Seeds
BCH	EGG10312BCH			Eggplant	1	2012		Japanese Pickling  Eggplant	2	103	Baker's Creek Heirloom Seeds
BCH	EGG10412BCH			Eggplant		2012		Pandora Striped Rose  Eggplant	10	104	Baker's Creek Heirloom Seeds
BCH	EGG10512BCH			Eggplant		2012		Rotonda Bianca Sfumata Di Rosa Eggplant	9	105	Baker's Creek Heirloom Seeds
BCH	EGG10512BCH			Eggplant		2012		Rotonda Bianca Sfumata Di Rosa  Eggplant	9	105	Baker's Creek Heirloom Seeds
BCH	EGG10612BCH			Eggplant		2012		Thai Long Green  Eggplant	1	106	Baker's Creek Heirloom Seeds
RGN	EGG10717RGN			Eggplant		2017		Black Beauty Eggplant		107	Renee's Garden
SSE	EGG10810SSE			Eggplant	1	2010		Lista de Gandia Eggplant		108	Seed Savers Exchange
BCH	EGG10911BCH			Eggplant	1	2011		Thai Light Round Eggplant	0	109	Baker's Creek Heirloom Seeds
BCH	GRN50112BCH			Endive	1	2012		Batavian Full Heart  Endive	1	501	Baker's Creek Heirloom Seeds
BCH	GRN50212BCH			Mustard		2012		Japanese Giant Red Mustard	-1	502	Baker's Creek Heirloom Seeds
BCH	GRN50312BCH			Mustard		2012		Jiu Tou Niao Mustard		503	Baker's Creek Heirloom Seeds
BCH	GRN50412BCH			Greens		2012		Large Leaf Tong Ho  Greens		504	Baker's Creek Heirloom Seeds
BCH	GRN50512BCH			Greens		2012		Pepper Cress  Greens		505	Baker's Creek Heirloom Seeds
BCH	GRN50612BCH			Greens		2012		Tatsoi  Greens		506	Baker's Creek Heirloom Seeds
COR	GRN51617COR	1		Mustard	1	2017		Southern Giant Curled Mustard		516	Cornucopia
BCH	HRB50112BCH			Herb	1	2012		Catmint-Grandview  Herb		501	Baker's Creek Heirloom Seeds
BCH	HRB50212BCH			Herb		2012		Lavender  Herb		502	Baker's Creek Heirloom Seeds
BCH	HRB50312BCH			Herb		2012		Oregano Vulgare  Herb	-1	503	Baker's Creek Heirloom Seeds
BCH	HRB50412BCH			Herb		2012		Parsley-Hamburg Rooted  Herb	-1	504	Baker's Creek Heirloom Seeds
SLO	HRB50512SLO			Herb		2012		Slo Bolt Cilantro  Herb		505	SLOLA
BCH	HRB50612BCH			Herb		2012		Thai Dill  Herb	-1	506	Baker's Creek Heirloom Seeds
BCH	KOH50112BCH			Kohlrabi	1	2012		Early White Vienna  Kohlrabi		501	Baker's Creek Heirloom Seeds
BCH	LEK50112BCH			Leek		2012		Autumn Giant  Leek	-2	501	Baker's Creek Heirloom Seeds
BCH	LEK50212BCH			Leek		2012		Giant Musselburgh  Leek		502	Baker's Creek Heirloom Seeds
BCH	LET50112BCH	1		Lettuce		2012		Amish Deer Tongue  Lettuce	-4	501	Baker's Creek Heirloom Seeds
BCH	LET50212BCH			Lettuce		2012		Asian Red  Lettuce	-5	502	Baker's Creek Heirloom Seeds
BCH	LET50312BCH			Lettuce		2012		Black Seeded Simpson  Lettuce		503	Baker's Creek Heirloom Seeds
BCH	LET50412BCH	1		Lettuce		2012		Brune d’Hiver  Lettuce	-1	504	Baker's Creek Heirloom Seeds
BCH	LET50512BCH			Lettuce		2012		Celtuce  Lettuce	-1	505	Baker's Creek Heirloom Seeds
BCH	LET50612BCH			Lettuce		2012		Chadwick’s Rodan  Lettuce	-3	506	Baker's Creek Heirloom Seeds
BCH	LET50712BCH			Lettuce		2012		Cimmaron  Lettuce	-3	507	Baker's Creek Heirloom Seeds
BCH	LET50812BCH			Lettuce		2012		Cracoviensis  Lettuce	-1	508	Baker's Creek Heirloom Seeds
BCH	LET50912BCH			Lettuce	1	2012		Gentilina  Lettuce	0	509	Baker's Creek Heirloom Seeds
BCH	LET51012BCH			Lettuce		2012		Lollo Bionda  Lettuce		510	Baker's Creek Heirloom Seeds
BCH	LET51112BCH			Lettuce		2012		May Queen  Lettuce		511	Baker's Creek Heirloom Seeds
BCH	LET51212BCH	1		Lettuce		2012		Oak Leaf  Lettuce	-2	512	Baker's Creek Heirloom Seeds
BCH	LET51312BCH			Lettuce		2012		Parris Island Cos  Lettuce		513	Baker's Creek Heirloom Seeds
BCH	MEL10112BCH			Watermelon	1	2012		Ali Baba  Watermelon	0	101	Baker's Creek Heirloom Seeds
BCH	MEL10212BCH			Melon		2012		Anne Arundel  Melon	3	102	Baker's Creek Heirloom Seeds
BCH	MEL10312BCH			Watermelon		2012		Blacktail Mountain  Watermelon	3	103	Baker's Creek Heirloom Seeds
BCH	MEL10412BCH			Watermelon		2012		Blue Rind  Watermelon	14	104	Baker's Creek Heirloom Seeds
BCH	MEL10512BCH			Watermelon		2012		Charleston Gray  Watermelon	12	105	Baker's Creek Heirloom Seeds
BCH	MEL10612BCH			Watermelon		2012		Congo  Watermelon	15	106	Baker's Creek Heirloom Seeds
BCH	MEL10712BCH			Watermelon		2012		Fairfax  Watermelon	9	107	Baker's Creek Heirloom Seeds
BCH	MEL10812BCH			Melon		2012		Green Nutmeg  Melon	8	108	Baker's Creek Heirloom Seeds
BCH	MEL10912BCH			Melon		2012		Hale’s Best 45  Melon	9	109	Baker's Creek Heirloom Seeds
BCH	MEL11012BCH			Melon		2012		Jenny Lind  Melon	6	110	Baker's Creek Heirloom Seeds
BCH	MEL11112BCH			Watermelon	1	2012		Jubilee  Watermelon	12	111	Baker's Creek Heirloom Seeds
BCH	MEL11212BCH			Watermelon		2012		Ledmon  Watermelon	16	112	Baker's Creek Heirloom Seeds
BCH	MEL11312BCH			Watermelon		2012		Malali  Watermelon	21	113	Baker's Creek Heirloom Seeds
BCH	MEL11412BCH			Melon		2012		Metki Painted Serpent  Melon	30	114	Baker's Creek Heirloom Seeds
BCH	MEL11512BCH			Melon	1	2012		Metki Painted Serpent  Melon		115	Baker's Creek Heirloom Seeds
BCH	MEL11612BCH			Melon	1	2012		Metki White Serpent  Melon		116	Baker's Creek Heirloom Seeds
BCH	MEL11712BCH			Melon		2012		Petit Gris De Rennes  Melon	30	117	Baker's Creek Heirloom Seeds
BCH	MEL11812BCH			Melon		2012		Prescott Fond Blanc  Melon	28	118	Baker's Creek Heirloom Seeds
BCH	MEL11912BCH			Watermelon	1	2012		Royal Golden Watermelon	3	119	Baker's Creek Heirloom Seeds
BCH	MEL12012BCH			Watermelon	1	2012		Texas Golden Watermelon	16	120	Baker's Creek Heirloom Seeds
SSE	MEL12110SSE			Melon	1	2010		Bidwell Casaba Melon	2	121	Seed Savers Exchange
SSE	MEL12210SSE			Melon	1	2010		Charantais Melon	0	122	Seed Savers Exchange
NSS	MEL12311NSS			Melon		2011		Cochiti Mix Melon	2	123	Native Seed Search
SSE	MEL12410SSE			Melon		2010		Crane  Melon	2	124	Seed Savers Exchange
BIT	MEL12510BIT			Watermelon	1	2010		Crimson Sweet Watermelon Watermelon		125	Botanical Interests
SSE	MEL12610SSE			Melon	1	2010		Delice De Table Melon		126	Seed Savers Exchange
BIT	MEL12710BIT		Muskmelon	Melon	1	2010		Hale's Best Jumbo Melon	15	127	Botanical Interests
NSS	MEL12811NSS			Melon	1	2011		IsletaPueblo Melon	2	128	Native Seed Search
NSS	MEL12911NSS			Melon	1	2011		Ojo Caliente Melon	1	129	Native Seed Search
BCH	MEL13010BCH			Melon		2010		Plum Granny Melon	26	130	Baker's Creek Heirloom Seeds
SSC	MEL13111SSC			Melon		2011		Sierra Gold Melon	2	131	Sierra Seed Coop
SSE	MEL13210SSE			Melon	1	2010		Tigger Melon Melon		132	Seed Savers Exchange
BCH	OKR10112BCH			Okra	1	2012		Clemson Spineless  Okra	123	101	Baker's Creek Heirloom Seeds
SSE	OKR10110SSE			Okra	1	2010		Clemson Spineless Okra	-2	101	Seed Savers Exchange
BCH	PUM10112BCH		Hot 	Pepper		2012		Anaheim  Pepper		101	Baker's Creek Heirloom Seeds
BCH	PEP10212BCH		Sweet 	Pepper	1	2012		Corno Di Toro Rosso  Pepper		102	Baker's Creek Heirloom Seeds
BCH	PEP10211BCH			Pepper		2011		Corno di Toro Rosso Pepper	10	102	Baker's Creek Heirloom Seeds
BCH	PEP10312BCH		Sweet 	Pepper		2012		Melrose  Pepper	10	103	Baker's Creek Heirloom Seeds
BCH	PEP10412BCH		Hot 	Pepper		2012		Pasilla Bajio  Pepper	33.7	104	Baker's Creek Heirloom Seeds
BCH	PEP10512BCH		Sweet 	Pepper		2012		Quadrato D’Asti Rosso  Pepper	30	105	Baker's Creek Heirloom Seeds
BCH	PEP10612BCH		Hot 	Pepper		2012		Serrano Tampequino  Pepper	-.2	106	Baker's Creek Heirloom Seeds
BCH	PEP10611BCH		Hot & Sweet	Pepper	1	2011		Serrano Tampequino Pepper	-1	106	Baker's Creek Heirloom Seeds
SSE	PEP10710SSE			Pepper	1	2010		Balloon Pepper	1.8	107	Seed Savers Exchange
BCH	PEP10811BCH		Hot & Sweet	Pepper		2011		Black Hungarian Pepper	7.9	108	Baker's Creek Heirloom Seeds
BIT	PEP10910BIT			Pepper	1	2010		California Wonder Pepper	0	109	Botanical Interests
RGN	PEP11017RGN			Pepper		2017		Classic Jalapeno Pepper		110	Renee's Garden
TLG	PEP11011TLG		Hot & Sweet	Pepper		2011		Early Jalapeno Pepper	212.4	110	The Learning Garden
BCH	PEP11110BCH			Pepper		2010		Emerald Giant Pepper	3	111	Baker's Creek Heirloom Seeds
SSE	PEP11210SSE			Pepper	1	2010		Feher Ozon Paprika Pepper	0	112	Seed Savers Exchange
BIT	PEP12310BIT			Pepper		2010		Haberno Pepper	.8	123	Botanical Interests
SSE	PEP12410SSE			Pepper	1	2010		Hinkelhatz Pepper	1.8	124	Seed Savers Exchange
SSE	PEP12510SSE			Pepper	1	2010		Hot Portugal  Pepper	1.9	125	Seed Savers Exchange
BIT	PEP12610BIT			Pepper		2010		Hungarian Yellow Wax Pepper	2.3	126	Botanical Interests
NSS	PEP12711NSS			Pepper	1	2011		Isleta Long Pepper	0	127	Native Seed Search
UNK	PEP12811UNK		Hot & Sweet	Pepper		2011		Marconi Rosso – hot and sweet Pepper		128	Unknown
NSS	PEP12911NSS			Pepper	1	2011		Nambe Supreme Pepper	0	129	Native Seed Search
SSE	PEP13010SSE			Pepper	1	2010		Nosegay Pepper	1.8	130	Seed Savers Exchange
NSS	PEP13111NSS			Pepper		2011		Ordono Pepper	.7	131	Native Seed Search
BCH	PEP13211BCH			Pepper		2011		Patio Red Marconi Pepper	10	132	Baker's Creek Heirloom Seeds
SSE	PEP13310SSE			Pepper	1	2010		Rooster Spur Pepper	1.6	133	Seed Savers Exchange
SSE	PEP13410SSE			Pepper	1	2010		Santa Fe Grande Pepper	2.1	134	Seed Savers Exchange
SSE	PEP13510SSE			Pepper	1	2010		Tabago Seasoning Pepper	1.5	135	Seed Savers Exchange
BCH	PEP13611BCH		Hot & Sweet	Pepper	1	2011		Thai Red Chili Pepper	0	136	Baker's Creek Heirloom Seeds
BCH	RUT50112BCH			Rutabaga		2012		Laurentian  Rutabaga	-1	501	Baker's Creek Heirloom Seeds
BCH	GRN51810BCH			Spinach		2010		Red Malabar Spinach		518	Baker's Creek Heirloom Seeds
BCH	SQS10112BCH			Squash – Summer		2012		Mongogo Du Guatemala  Squash – Summer	9	101	Baker's Creek Heirloom Seeds
BCH	SQS10111BCH			Squash – Summer		2011		Mongogo du Guatamala  Squash – Summer	9	101	Baker's Creek Heirloom Seeds
BCH	SQS10212BCH			Squash – Summer	1	2012		Tonda Scuro Di Piacenza  Squash – Summer	20	102	Baker's Creek Heirloom Seeds
COR	SQS10312COR			Squash – Summer	1	2012		Bennings Green Tint  Squash – Summer	0	103	Cornucopia
BCH	SQS10416BCH		Dark Green	Squash – Summer	1	2016		Black Beauty Zucchini  Squash – Summer		104	Baker's Creek Heirloom Seeds
BIT	SQS10510BIT			Squash – Summer	1	2010		Cocozelle  Squash – Summer	10	105	Botanical Interests
COR	SQS10617COR			Squash – Summer	1	2017		Early Crookneck  Squash – Summer		106	Cornucopia
BIT	SQS10710BIT			Squash – Summer	1	2010		Early Prolific Straightneck  Squash – Summer	0	107	Botanical Interests
SSE	SQS10810SSE			Squash – Summer	1	2010		Golden Zucchini  Squash – Summer	0	108	Seed Savers Exchange
BCH	SQS10911BCH			Squash – Summer	1	2011		Green Bush Vegetable Marrow  Squash – Summer	0	109	Baker's Creek Heirloom Seeds
BCH	SQS11012BCH			Squash – Summer		2012		Patisson Panache Blanc Et Vert Scallop  Squash – Summer	10	110	Baker's Creek Heirloom Seeds
LSC	SQS11111LSC			Squash – Summer		2011		Yellow Crookneck  Squash – Summer	10	111	Living Seed Company
BCH	SQW10112BCH			Winter Squash	1	2012		Australian Butter  Winter Squash	10	101	Baker's Creek Heirloom Seeds
SSE	SQW10110SSE			Squash – Winter		2010		Australian Butter Squash – Winter	10	101	Seed Savers Exchange
BCH	SQW10212BCH			Squash – Winter		2012		Black Futsu  Squash – Winter	10	102	Baker's Creek Heirloom Seeds
BCH	SQW10312BCH			Squash – Winter	1	2012		Jarrahdale  Squash – Winter	10	103	Baker's Creek Heirloom Seeds
BCH	SQW10412BCH			Winter Squash	1	2012		Jaune Gros De Paris  Winter Squash	10	104	Baker's Creek Heirloom Seeds
BCH	SQW10411BCH			Squash – Winter	1	2011		Jaune Gros de Paris Squash – Winter	10	104	Baker's Creek Heirloom Seeds
BCH	SQW10512BCH			Squash – Winter	1	2012		Jumbo Pink Banana  Squash – Winter	10	105	Baker's Creek Heirloom Seeds
BCH	SQW10612BCH			Squash – Winter	1	2012		Marina Di Chioggia  Squash – Winter	10	106	Baker's Creek Heirloom Seeds
BCH	SQW10712BCH			Winter Squash	1	2012		Vegetable Spaghetti  Winter Squash	10	107	Baker's Creek Heirloom Seeds
BCH	SQW10711BCH			Squash – Winter	1	2011		Spaghetti  Squash – Winter	9	107	Baker's Creek Heirloom Seeds
BIT	PUM10810BIT			Pumpkin	1	2010		Big Max Pumpkin Pumpkin	10	108	Botanical Interests
SSE	SQW10910SSE			Squash – Winter		2010		Buttercup, Burgess Strain Squash – Winter	10	109	Seed Savers Exchange
BCH	SQW11011BCH			Squash – Winter	1	2011		Chihuahua Landrace Cushaw Squash – Winter	10	110	Baker's Creek Heirloom Seeds
BCH	SQW11111BCH			Squash – Winter	1	2011		Chiriman Squash – Winter	0	111	Baker's Creek Heirloom Seeds
BCH	SQW11211BCH			Squash – Winter	1	2011		Golden Hubbard Squash – Winter	10	112	Baker's Creek Heirloom Seeds
BCH	SQW11311BCH			Squash – Winter	1	2011		Green-Striped Cushaw Squash – Winter	10	113	Baker's Creek Heirloom Seeds
BCH	TOT11410BCH			Tomatillo	1	2010		Ground Cherry Tomatillo	-2	114	Baker's Creek Heirloom Seeds
SSE	SQW11511SSE			Squash – Winter	1	2011		Guatemalan Blue Squash – Winter	10	115	Seed Savers Exchange
BIT	PUM11610BIT			Pumpkin	1	2010		Howden Pumpkin Pumpkin	10	116	Botanical Interests
BCH	SQW11711BCH			Squash – Winter	1	2011		Hubbard True Green Improved Squash – Winter	10	117	Baker's Creek Heirloom Seeds
BIT	PUM11810BIT			Pumpkin	1	2010		Jack O'Lantern Pumpkin	10	118	Botanical Interests
SSE	SQW11910SSE			Squash – Winter		2010		Kikuza Squash – Winter	10	119	Seed Savers Exchange
BCH	SQW12011BCH			Squash – Winter	1	2011		Lady Godiva Squash – Winter	10	120	Baker's Creek Heirloom Seeds
BCH	SQW12111BCH			Squash – Winter	1	2011		Long of Naples Squash – Winter	0	121	Baker's Creek Heirloom Seeds
NSS	SQW12211NSS			Squash – Winter	1	2011		Minnies Apache Hubbard Squash – Winter	10	122	Native Seed Search
BCH	SQW12311BCH			Squash – Winter		2011		Patissons Panache Juane Et Vert Scallop Squash – Winter	10	123	Baker's Creek Heirloom Seeds
SSE	SQW12410SSE			Squash – Winter	1	2010		Pink Banana Jumbo Squash – Winter	10	124	Seed Savers Exchange
SSE	SQW12510SSE			Squash – Winter		2010		Potimarron Squash – Winter	10	125	Seed Savers Exchange
UNK	SQW12611UNK			Squash – Winter	1	2011		Queensland Blue Squash – Winter	10	126	Unknown
HMS	SQW12711HMS			Squash – Winter	1	2011		Red Kuri Squash – Winter	0	127	High Mowing Seed
BIT	SQW12811BIT			Squash – Winter	1	2011		Table King Bush Acorn Squash – Winter	10	128	Botanical Interests
SSE	SQW12911SSE			Squash – Winter	1	2011		Table Queen Acorn Squash – Winter	10	129	Seed Savers Exchange
NSS	SQW13011NSS			Squash – Winter	1	2011		Tarahumara Squash – Winter	0	130	Native Seed Search
BCH	SQW13111BCH			Squash – Winter	1	2011		Tenessee Sweet Potato Squash – Winter	0	131	Baker's Creek Heirloom Seeds
